,Tweets,tweet_id,User,user_id,User_status_count,User_followers,User_friend_count,User_location,fav_count,rt_count,tweet_date,user_verified,User_friends_count
173,"Global Telecom IoT Market 2025 Scope and Opportunities Analysis in Pandamic Crisis: AT&amp;T, China Mobile, Deutsche Te… https://t.co/k1mlAMgajt",1286202479395381249,Web & Cloud LLC,2873029991,27689,6364,,"US, EU, Africa & The world",0,0,2020-07-23 07:32:22,False,3261.0
174,"Alok Sharma ignored official who feared OneWeb satellite deal was a waste of £400m

https://t.co/mHdFm9fV9g",1286202174670807041,Sally Ericsson,764575190906986496,51578,3036,,"London, England",0,1,2020-07-23 07:31:09,False,3294.0
175,"Conservative Party ministers bankrolled by donors linked to Russia

https://t.co/jsrAxweMGe",1286202085118300160,Sally Ericsson,764575190906986496,51578,3036,,"London, England",0,0,2020-07-23 07:30:48,False,3294.0
176,RT @EricssonDigital: Is 5G NR Stand-Alone (SA) the next big thing for 5G Core? @dez_blanchfield and Ericsson's Anders Lundstrom discuss: ht…,1286201690455072770,Waleed Nohur,962254862955118592,77325,17450,,Republic of Mauritius 🇲🇺,0,4,2020-07-23 07:29:14,False,15792.0
177,"RT @ericsson: The challenge: Increasing efficiency, productivity and sustainability in Italian port operations.

The solution: https://t.co…",1286201670943166464,Waleed Nohur,962254862955118592,77325,17450,,Republic of Mauritius 🇲🇺,0,1,2020-07-23 07:29:09,False,15792.0
178,RT @EricssonNetwork: 🆕Our new Network Support offering is now available! It means faults can be isolated in hours or even minutes - potenti…,1286201651263545344,Waleed Nohur,962254862955118592,77325,17450,,Republic of Mauritius 🇲🇺,0,1,2020-07-23 07:29:04,False,15792.0
179,"@Prof_Chadwick @thespandrell Reverse sanctions, cutting providers of content, services&amp;goods off from the Chinese m… https://t.co/WV7DOx3MBX",1286201480668536835,Arnd,1166252229956788224,5178,140,,"Central Region, Singapore",0,0,2020-07-23 07:28:24,False,624.0
180,"RT @EricssonAPAC: #VR classes, cooking lessons and a lot more! 

Check out the top ways in which technology can keep you entertained, right…",1286201241672900614,♡ ·˚백현 ‘ㅅ’ 𝐟𝐭. 𝐒𝐂,1003598675333902336,171574,105,,ทอดไข่อยู่ 🍳,0,3,2020-07-23 07:27:27,False,169.0
181,Check out @ericsson's IndustryLab report on Pre-emptive logistics - the road ahead! #TeamEricsson https://t.co/Xt2PGQHKvi,1286201232986529798,Gurbir Singh,42605132,150,45,,Dusseldorf,1,0,2020-07-23 07:27:25,False,4.0
182,Ericsson reports second quarter results 2020. #TeamEricsson https://t.co/6bXh8NSxaA,1286201076060844032,Antonio Yuste,242873370,1482,141,,"Madrid, Spain",0,0,2020-07-23 07:26:47,False,384.0
183,Excited to share the news that #DeutscheTelekom and #Ericsson have strengthened their partnership with a #5G deal!… https://t.co/XKzdApopm7,1286200787455025154,Gurbir Singh,42605132,150,45,,Dusseldorf,1,0,2020-07-23 07:25:38,False,4.0
184,/be a global citizen #TeamEricsson https://t.co/J9v6HTsk0Y,1286200618361565190,Digital Monster,434948887,283,128,,London,0,0,2020-07-23 07:24:58,False,313.0
185,We drive openness to let the ecosystem innovate on the #5G platform. #TeamEricsson https://t.co/cPoXKQGhjw,1286200257575923713,George Offord,51572611,12631,176,,Budapest,0,0,2020-07-23 07:23:32,False,901.0
186,Ericsson reports second quarter results 2020. #TeamEricsson https://t.co/9YSWd7kA03,1286200150927392768,George Offord,51572611,12631,176,,Budapest,0,0,2020-07-23 07:23:07,False,901.0
187,There's virtually no societal or industrial communication need that #5G can’t meet. That's why it's crucial for the… https://t.co/55KtwqlYgq,1286200069486592001,George Offord,51572611,12631,176,,Budapest,0,0,2020-07-23 07:22:47,False,901.0
188,I'm proud to be part of a company where you have the potential to make real impact - as a team and as an individual… https://t.co/iiwvlpvKHR,1286199891769716737,Zeeshan,77528085,19701,618,,Noida,0,0,2020-07-23 07:22:05,False,1384.0
189,"RT @EricssonIndia: #ICYMI: “Empathy and Humanness become the backbone of how we are connected to our employees,” Ericsson’s Priyanka Anand…",1286199823016660992,pds@///,34922589,13774,351,,"Gurgaon, India",0,1,2020-07-23 07:21:48,False,652.0
190,Proud to partner with Getinge to increase the production of advanced ICU ventilators. #TeamEricsson https://t.co/VRXCLRMzmW,1286199583844909056,Zeeshan,77528085,19701,618,,Noida,0,0,2020-07-23 07:20:51,False,1384.0
191,RT @EricssonIndia: Nunzio Mirtillo’s views on Ericsson’s strong partnership with @airtelindia and the Ericsson Operations Engine’s ability…,1286199441372807168,vijay tripathi,500664694,552,3228,,Reabareli India ,0,20,2020-07-23 07:20:17,False,3306.0
192,There's virtually no societal or industrial communication need that #5G can’t meet. That's why it's crucial for the… https://t.co/bO5yAHsudZ,1286199404773302272,Zeeshan,77528085,19701,618,,Noida,0,0,2020-07-23 07:20:09,False,1384.0
193,Excited to share the news that Deutsche Telekom and Ericsson have strengthened their partnership with a #5G deal!… https://t.co/Cc6SxH6BD1,1286199325907771394,George Offord,51572611,12631,176,,Budapest,0,0,2020-07-23 07:19:50,False,901.0
194,"#5G ‘use places’ may prove more valuable than use cases, says Ericsson. | RCR Wireless #TeamEricsson https://t.co/YnbIcLBx2v",1286199122886680576,Jodi,609700873,8543,103,,Philippines,0,0,2020-07-23 07:19:01,False,537.0
195,"#CGTenEricsson por tus derechos | Fuente: ericsson

Why are the operations of private networks as important as the… https://t.co/ovs1Ztl294",1286197876574609408,Ericsson CGT,404233132,87346,453,,Madrid,0,0,2020-07-23 07:14:04,False,291.0
196,"#CGTenEricsson por tus derechos | Fuente: ericsson

RT rcrwirelessnews: NEW PODCAST: Well, technically... the tech… https://t.co/Jx4L3l7ohA",1286197874980790272,Ericsson CGT,404233132,87346,453,,Madrid,0,0,2020-07-23 07:14:04,False,291.0
197,Ericsson reports second quarter results 2020. #TeamEricsson https://t.co/X6rBBGH1i0,1286197768210378754,Andrea Gonella,36053267,97,51,,Sanremo,0,0,2020-07-23 07:13:38,False,55.0
198,nokia 3210 &gt; nokia 2300 &gt; lg kg288 &gt; nokia n97 &gt; sony ericsson p1i &gt; samsung champ &gt; nokia asha 200 &gt; blackberry cu… https://t.co/VSy1wQE2fY,1286197380111507456,changsha supremacist alli,833272369246375936,58355,878,,"수고했어요, 정말 고생했어요, 김종현.",2,0,2020-07-23 07:12:06,False,309.0
199,"Ericsson to Deploy Latest #Automation, ML &amp; #AI Technologies for India's Bharti Airtel .

#BhartiAirtel recently re… https://t.co/rurQFVFHtZ",1286197121578803200,CIO Insider India,925268847401168897,373,156,,"Noida, India",0,0,2020-07-23 07:11:04,False,122.0
